system,common_name,description,class,responsible_division,responsibility_center,borough,division,line,in_nearest_station,track,from_point,to_point,manufacturer,tag_id,commission_date,original_install_date,latest_install_date,status,department,model,remaining_useful_life_years,legacy_system_id,criticality,switch_2020,is_critical,environment_pilot,age,div,location,structure,structure_2,usage_pilot,usage_category,usage_category_2,structure_3,trouble_calls,tcpm_all,tc_2019,tcpm_2019,tc_2020,tcpm_2020,tc_2021,tcpm_2021,tc_2022,tcpm_2022,weekly_usage_switch_cycles,usage_switch_throw,usage_category_upd,mthbf,structure_upd
304802,21,SWM: Corona Yd - Model M3 (21),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,,44555,44635,,304802,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6310700,3- Minor Delay to Operation,21,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,NA,0,NA,0,Structure not avail
304803,23,SWM: Corona Yd - Model M3 (23),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,,43930,44014,,304803,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311401,3- Minor Delay to Operation,23,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304804,25,SWM: Corona Yd - Model M3 (25),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,,43679,43737,,304804,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311203,3- Minor Delay to Operation,25,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,NA,0,NA,0,Structure not avail
304805,27,SWM: Corona Yd - Model M3 (27),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,,43642,43712,,304805,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311302,3- Minor Delay to Operation,27,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304806,IRT-CYB-33,SWM: Corona Yd - Model M3 (IRT-CYB-33),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,44737,44814,,304806,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311104,3- Minor Delay to Operation,33,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304807,IRT-CY17-35,SWM: Corona Yd - Model M3 (IRT-CY17-35),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-17,44840,44900,,304807,1/1/1900,8/24/2010,,Installed-Functioning-In Service,DOS,M3,NA,6323901,3- Minor Delay to Operation,35,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304808,IRT-CY17-37,SWM: Corona Yd - Model M3 (IRT-CY17-37),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-17,44900,44975,,304808,1/1/1900,8/24/2010,,Installed-Functioning-In Service,DOS,M3,NA,6324008,3- Minor Delay to Operation,37,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304809,IRT-CYB-3A,SWM: Corona Yd - Model M3 (IRT-CYB-3A),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,43265,43347,,304809,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6310106,3- Minor Delay to Operation,3A,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304810,IRT-CYA-3B,SWM: Corona Yd - Model M3 (IRT-CYA-3B),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-A,43347,43429,,304810,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6310205,3- Minor Delay to Operation,3B,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304811,IRT-CY17-41,SWM: Corona Yd - Model M3 (IRT-CY17-41),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-17,44968,45045,,304811,1/1/1900,8/24/2010,,Installed-Functioning-In Service,DOS,M3,NA,6324107,3- Minor Delay to Operation,41,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304812,IRT-CY17-43,SWM: Corona Yd - Model M3 (IRT-CY17-43),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-17,44982,45060,,304812,1/1/1900,8/24/2010,,Installed-Functioning-In Service,DOS,M3,NA,6324206,3- Minor Delay to Operation,43,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304813,IRT-CYB-45A,SWM: Corona Yd - Model M3 (IRT-CYB-45A),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,43759,43841,,304813,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309406,3- Minor Delay to Operation,45A,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304814,IRT-CYA-45B,SWM: Corona Yd - Model M3 (IRT-CYA-45B),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-A,43841,43909,,304814,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309703,3- Minor Delay to Operation,45B,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304815,IRT-CYB-47,SWM: Corona Yd - Model M3 (IRT-CYB-47),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,44932,45007,,304815,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311708,3- Minor Delay to Operation,47,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,1,0.083333333,1,0.083333333,NA,NA,NA,0,NA,0,Structure not avail
304816,IRT-CY14-51,SWM: Corona Yd - Model M3 (IRT-CY14-51),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-14,43485,43554,,304816,1/1/1900,7/22/2010,,Installed-Functioning-In Service,DOS,M3,NA,6308408,3- Minor Delay to Operation,51,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304817,IRT-CY14-53,SWM: Corona Yd - Model M3 (IRT-CY14-53),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-14,45043,45121,,304817,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309604,3- Minor Delay to Operation,53,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304818,IRT-CYB-55,SWM: Corona Yd - Model M3 (IRT-CYB-55),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,45025,45093,,304818,1/1/1900,7/22/2010,,Installed-Functioning-In Service,DOS,M3,NA,6308507,3- Minor Delay to Operation,55,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304820,IRT-CY12-57,SWM: Corona Yd - Model M3 (IRT-CY12-57),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-12,45093,45169,,304820,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309505,3- Minor Delay to Operation,57,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304821,IRT-CYB-61,SWM: Corona Yd - Model M3 (IRT-CYB-61),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,NA,NA,,304821,1/1/1900,7/22/2010,,Installed-Functioning-In Service,DOS,M3,NA,6308606,3- Minor Delay to Operation,61,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304822,IRT-CY8-63,SWM: Corona Yd - Model M3 (IRT-CY8-63),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-8,43585,43642,,304822,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309802,3- Minor Delay to Operation,63,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304823,IRT-CY8-65,SWM: Corona Yd - Model M3 (IRT-CY8-65),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-8,43642,43711,,304823,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309901,3- Minor Delay to Operation,65,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304824,IRT-CY8-67,SWM: Corona Yd - Model M3 (IRT-CY8-67),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-8,43554,43622,,304824,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6310007,3- Minor Delay to Operation,67,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304825,IRT-CYA-73,SWM: Corona Yd - Model M3 (IRT-CYA-73),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-A,NA,NA,,304825,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6310502,3- Minor Delay to Operation,73,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304826,IRT-CYB-75A,SWM: Corona Yd - Model M3 (IRT-CYB-75A),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,43974,44043,,304826,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311500,3- Minor Delay to Operation,75A,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,NA,0,NA,0,Structure not avail
304827,IRT-CYB-75B,SWM: Corona Yd - Model M3 (IRT-CYB-75B),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,43974,44041,,304827,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311609,3- Minor Delay to Operation,75B,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304828,IRT-CYB-77,SWM: Corona Yd - Model M3 (IRT-CYB-77),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,NA,NA,,304828,1/1/1900,7/22/2010,,Installed-Functioning-In Service,DOS,M3,NA,6308705,3- Minor Delay to Operation,77,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304829,IRT-CY3-81,SWM: Corona Yd - Model M3 (IRT-CY3-81),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-3,43664,43722,,304829,1/1/1900,7/22/2010,,Installed-Functioning-In Service,DOS,M3,NA,6308804,3- Minor Delay to Operation,81,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,NA,0,NA,0,Structure not avail
304830,IRT-CY5-83,SWM: Corona Yd - Model M3 (IRT-CY5-83),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-5,43722,43782,,304830,1/1/1900,11/19/2010,,Installed-Functioning-In Service,DOS,M3,NA,6332100,3- Minor Delay to Operation,83,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304831,IRT-CY6-85,SWM: Corona Yd - Model M3 (IRT-CY6-85),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-6,43782,43843,,304831,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6311807,3- Minor Delay to Operation,85,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304832,IRT-CY3-87,SWM: Corona Yd - Model M3 (IRT-CY3-87),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-3,43843,43908,,304832,1/1/1900,7/22/2010,,Installed-Functioning-In Service,DOS,M3,NA,6308903,3- Minor Delay to Operation,87,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304833,IRT-CY1-91,SWM: Corona Yd - Model M3 (IRT-CY1-91),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-1,NA,NA,,304833,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309109,3- Minor Delay to Operation,91,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,NA,0,NA,0,Structure not avail
304834,IRT-CY1-93,SWM: Corona Yd - Model M3 (IRT-CY1-93),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-1,43913,43974,,304834,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309208,3- Minor Delay to Operation,93,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,NA,0,NA,0,Structure not avail
304835,IRT-CYB-95,SWM: Corona Yd - Model M3 (IRT-CYB-95),SG-SWMCH,DOS-MOW-ELE-SIG,2917,,IRT,IRT-CY-CORONAYD,,IRT-CY-B,NA,NA,,304835,1/1/1900,7/23/2010,,Installed-Functioning-In Service,DOS,M3,NA,6309307,3- Minor Delay to Operation,95,No,N/A,12,SG-S1,Yard,N/A,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Structure not avail
304836,IND-E2-841,SWM: Court Sq - Model M5 (IND-E2-841),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-E-CROSSTOWN,281-COURTSQ-XTN-G/7,IND-E-2,122923,122923,,304836,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,3307502,1 - Stops Revenue Operation,841,No,Dry/Wet,NA,SG-S6,Mainline,Subway,Indoor,466,0-1000,0-889,SUB,2,0.066666667,NA,NA,1,0.083333333,1,0.083333333,NA,NA,860,112130,Heavy,56065,Indoor
304837,IND-E1-851A,SWM: Court Sq - Model M5 (IND-E1-851A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-E-CROSSTOWN,281-COURTSQ-XTN-G/7,IND-E-1,122923,122923,,304837,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,3308005,1 - Stops Revenue Operation,851A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,465.5,0-1000,0-889,SUB,0,0,4,0.333333333,NA,NA,NA,NA,NA,NA,980,127760,Heavy,NA,Indoor
304838,IND-E5-851B,SWM: Court Sq - Model M5 (IND-E5-851B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-E-CROSSTOWN,281-COURTSQ-XTN-G/7,IND-E-5,122755,122755,,304838,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,3307908,1 - Stops Revenue Operation,851B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,932,0-1000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,980,127760,Heavy,NA,Indoor
304839,IND-D3-355A,SWM: Court Sq-23 St - Model M3 (IND-D3-355A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,274-COURTSQ-23ST-QBL-E/M,IND-D-3,121904,121904,,304839,1/1/1900,9/18/2001,,Installed-Functioning-In Service,DOS,M3,NA,4946606,1 - Stops Revenue Operation,355A,No,Wet,21,SG-S6,Mainline,Subway,Indoor,1735,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304840,IND-D4-355B,SWM: Court Sq-23 St - Model M3 (IND-D4-355B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,274-COURTSQ-23ST-QBL-E/M,IND-D-4,122033,122033,,304840,1/1/1900,8/31/2001,,Installed-Functioning-In Service,DOS,M3,NA,4931102,1 - Stops Revenue Operation,355B,No,Dry/Wet,21,SG-S6,Mainline,Subway,Indoor,1735,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,0,250,Light,250,Indoor
304841,IND-D3-357A,SWM: Court Sq-23 St - Model M3 (IND-D3-357A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,274-COURTSQ-23ST-QBL-E/M,IND-D-3,122033,122033,,304841,1/1/1900,9/18/2001,,Installed-Functioning-In Service,DOS,M3,NA,4946705,1 - Stops Revenue Operation,357A,No,Wet,21,SG-S6,Mainline,Subway,Indoor,1735,1000-2000,890-1777,SUB,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Indoor
304842,IND-D4-357B,SWM: Court Sq-23 St - Model M3 (IND-D4-357B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,274-COURTSQ-23ST-QBL-E/M,IND-D-4,121903,121903,,304842,1/1/1900,8/31/2001,,Installed-Functioning-In Service,DOS,M3,NA,4931201,1 - Stops Revenue Operation,357B,No,Dry/Wet,21,SG-S6,Mainline,Subway,Indoor,1735,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304843,IND-A2-5,SWM: Court St-Museum - Model M5 IND-A2-5 (5),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,IND,IND-A-8AV/FULTONST,175-HOYT-SCHERMERHORN-8AV-A/C/G,IND-A-2,77798,77798,,304843,1/1/1900,12/27/1988,,Installed-Functioning-In Service,DOS,M5,NA,2725606,1 - Stops Revenue Operation,5,No,0,34,SG-S5,Mainline,0,Structure not avail,0,0-1000,0-889,SUB,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Indoor
304844,IND-A1-6,SWM: Court St-Museum - Model M5 (IND-A1-6),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,IND,IND-A-8AV/FULTONST,175-HOYT-SCHERMERHORN-8AV-A/C/G,IND-A-1,78112,78112,,304844,1/1/1900,12/27/1988,,Installed-Functioning-In Service,DOS,M5,NA,2725705,1 - Stops Revenue Operation,6,No,0,34,SG-S5,Mainline,0,Structure not avail,0,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Indoor
304845,IND-A1-7,SWM: Court St-Museum - Model M5 (IND-A1-7),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,IND,IND-A-8AV/FULTONST,175-HOYT-SCHERMERHORN-8AV-A/C/G,IND-A-1,77798,77798,,304845,1/1/1900,12/27/1988,,Installed-Functioning-In Service,DOS,M5,NA,2725507,1 - Stops Revenue Operation,7,No,0,34,SG-S5,Mainline,0,Structure not avail,0,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Indoor
304846,IND-A2-8,SWM: Court St-Museum - Model M5 (IND-A2-8),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,IND,IND-A-8AV/FULTONST,175-HOYT-SCHERMERHORN-8AV-A/C/G,IND-A-2,78111,78111,,304846,1/1/1900,12/27/1988,,Installed-Functioning-In Service,DOS,M5,NA,2725804,1 - Stops Revenue Operation,8,No,0,34,SG-S5,Mainline,0,Structure not avail,0,0-1000,0-889,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,NA,0,NA,0,Indoor
304847,BMT-J4-803A,SWM: Crescent St - Model M5 (BMT-J4-803A),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-J-JAMAICA,087-CRESCENTST-JAM-J/Z,BMT-J-3/4,44168,44168,,304847,1/1/1900,7/4/1987,,Installed-Functioning-In Service,DOS,M5,NA,3744001,1 - Stops Revenue Operation,803A,No,0,35,SG-S2,Mainline,0,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Structure not avail
304848,BMT-J1-803B,SWM: Crescent St - Model M5 (BMT-J1-803B),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-J-JAMAICA,087-CRESCENTST-JAM-J/Z,BMT-J-1,44030,44030,,304848,1/1/1900,7/4/1987,,Installed-Functioning-In Service,DOS,M5,NA,3744100,1 - Stops Revenue Operation,803B,No,Dry,35,SG-S2,Mainline,Elevated,Outdoor,904,0-1000,890-1777,ELV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304849,BMT-J2-805,SWM: Crescent St - Model M5 (BMT-J2-805),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-J-JAMAICA,087-CRESCENTST-JAM-J/Z,BMT-J-2,43904,43904,,304849,1/1/1900,7/4/1987,,Installed-Functioning-In Service,DOS,M5,NA,3743904,1 - Stops Revenue Operation,805,No,Dry,35,SG-S2,Mainline,Elevated,Outdoor,889,0-1000,0-889,ELV,1,0.033333333,NA,NA,1,0.083333333,NA,NA,1,0.083333333,0,250,Light,250,Outdoor
304850,BMT-J1-823,SWM: Crescent St - Model M5 (BMT-J1-823),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-J-JAMAICA,087-CRESCENTST-JAM-J/Z,BMT-J-1,44964,44964,,304850,1/1/1900,7/4/1987,,Installed-Functioning-In Service,DOS,M5,NA,3744407,1 - Stops Revenue Operation,823,No,Dry,35,SG-S2,Mainline,Elevated,Outdoor,904,0-1000,890-1777,ELV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304851,BMT-J2-825A,SWM: Crescent St - Model M5 (BMT-J2-825A),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-J-JAMAICA,087-CRESCENTST-JAM-J/Z,BMT-J-2,44802,44802,,304851,1/1/1900,7/4/1987,,Installed-Functioning-In Service,DOS,M5,NA,3744209,1 - Stops Revenue Operation,825A,No,Dry,35,SG-S2,Mainline,Elevated,Outdoor,889,0-1000,0-889,ELV,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Outdoor
304852,BMT-J4-825B,SWM: Crescent St - Model M5 (BMT-J4-825B),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-J-JAMAICA,087-CRESCENTST-JAM-J/Z,BMT-J-3/4,44717,44717,,304852,1/1/1900,7/4/1987,,Installed-Functioning-In Service,DOS,M5,NA,3744308,1 - Stops Revenue Operation,825B,No,0,35,SG-S2,Mainline,0,Structure not avail,NA,NA,NA,NA,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Structure not avail
304853,IND-B6-103A,SWM: Culver/Av X Yd - Model M5 (IND-B6-103A),SG-SWMCH,DOS-MOW-ELE-SIG,2922,,IND,IND-B-6AV/CULVER,,IND-B-6,34440,34517,,304853,1/1/1900,12/27/1988,,Installed-Functioning-In Service,DOS,M5,NA,2193902,3- Minor Delay to Operation,103A,No,N/A,34,SG-S2,Yard,N/A,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Indoor
304854,IND-B5-103B,SWM: Culver/Av X Yd - Model M5 (IND-B5-103B),SG-SWMCH,DOS-MOW-ELE-SIG,2922,,IND,IND-B-6AV/CULVER,,IND-B-5,34517,34592,,304854,1/1/1900,12/27/1988,,Installed-Functioning-In Service,DOS,M5,NA,2194009,3- Minor Delay to Operation,103B,No,N/A,34,SG-S2,Yard,N/A,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Indoor
